Mon	B	Mod	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	Comments
178	W	+	0	20	25	30	35	40	45	50	55	60	65	Soul Eater Monster: Magic Resist 20% R1+5%/Rank
178	f	U	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Undead R0
178	f	M	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: No Morale R0
178	f	P	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Immune to Mind Spells R0
178	F	=	2	2	2	2	1	1	1	1	1	1	1	Soul Eater Monster: Fear R4
178	p	#24	0	0	0	0	0	0	0	10	20	30	40	Soul Eater: Death Ripple pre-attack 10%-40% R7
179	S	+	0	0	0	0	1	1	1	2	2	2	3	Brute Monster: Speed R4/R7/R10
179	W	+	0	20	25	30	35	40	45	50	55	60	65	Brute Monster: Magic Resist 20% R1+5%/Rank
179	f	f	2	1	1	1	1	1	1	1	1	1	1	Brute Monster: Fearless R1
179	s	#43	0	0	0	0	1	1	2	2	3	3	3	Brute Monster: Enchanted with Bloodlust R4/6/8/10
179	B	+	0	0	0	0	0	0	0	10	20	30	40	Brute Monster: Block 10%-40% R7
179	f	R	2	2	2	2	2	2	2	2	2	2	1	Brute Monster: No Retaliation R10
180	S	+	0	0	0	0	1	1	1	2	2	2	3	Ogre Leader Monster: Speed R4/R7/R10
180	W	+	0	20	25	30	35	40	45	50	55	60	65	Ogre Leader Monster: Magic Resist 20% R1+5%/Rank
180	f	m	0	1	1	1	1	1	1	1	1	1	1	Ogre Leader Monster: Always Positive Morale R1
180	c	#71	0	0	0	0	20	30	40	50	60	70	80	Ogre Leader Monster: Poison 20%-80% R4
180	e	+	0	0	0	0	0	0	0	10	20	30	40	Ogre Leader Monster: 2xDmg Deathblow 10%-40% R7
180	f	D	2	2	2	2	2	2	2	2	2	2	1	Ogre Leader Monster: Strike Twice R10
181	S	+	0	0	0	0	1	1	1	2	2	2	3	Shaman Monster: Speed R4/R7/R10
181	W	+	0	20	25	30	35	40	45	50	55	60	65	Shaman Monster: Magic Resist 20% R1+5%/Rank
181	U	#104	0	50	50	50	0	0	0	0	0	0	0	Shaman Monster: Summon Mult. Serpent Fly Num=50% R1
181	U	#106	0	0	0	0	50	50	50	0	0	0	0	Shaman Monster: Summon Mult. Basilisks Num=50% R4
181	U	#102	0	0	0	0	0	0	0	50	50	0	0	Shaman Monster: Summon Mult. Gorgons Num=50% R7
181	U	#108	0	0	0	0	0	0	0	0	0	50	50	Shaman Monster: Summon Mult. Wyverns Num=50% R9
181	f	r	0	0	0	0	0	0	0	0	0	0	1	Shaman Monster: Rebirth R10
182	S	+	0	0	0	0	1	1	1	2	2	2	3	Astral Spirit Monster: Speed R4/R7/R10
182	W	+	0	20	25	30	35	40	45	50	55	60	65	Astral Spirit Monster: Magic Resist 20% R1+5%/Rank
182	f	M	1	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: No Morale R0
182	f	F	2	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: Flying R1
182	a	#58	0	0	0	0	10	20	30	40	50	60	70	Astral Spirit: Mass Counterstrike 10%-70% R4
182	f	A	2	2	2	2	2	2	2	1	1	1	1	Astral Spirit Monster: Attack All Around R7
182	f	b	0	0	0	0	0	0	0	0	0	0	1	Astral Spirit Monster: Strike & Return R10
183	S	+	0	0	0	0	1	1	1	2	2	2	3	Paladin Monster: Speed R4/R7/R10
183	W	+	0	20	25	30	35	40	45	50	55	60	65	Paladin Monster: Magic Resist 20% R1+5%/Rank
183	f	c	2	1	1	1	1	1	1	1	1	1	1	Paladin Monster: Champion Charge R1
183	L	140	0	0	0	0	20	25	30	35	40	45	50	Paladin Monster: 40% to Deflect 20-50% Dmg R4
183	f	D	2	2	2	2	2	2	2	1	1	1	1	Paladin Monster: Strike Twice R7
174	f	R	2	2	2	2	2	2	2	2	2	2	1	Paladin Monster: No Retaliation R10
184	S	+	0	0	0	0	1	1	1	2	2	2	3	Hierophant Monster: Speed R4/R7/R10
184	W	+	0	20	25	30	35	40	45	50	55	60	65	Hierophant Monster: Magic Resist 20% R1+5%/Rank
184	w	m	0	1	1	1	1	1	1	1	1	1	1	Hierophant Monster: Immune to Hostile Mind Spells R1
184	r	100	0	0	0	0	50	60	70	80	90	100	110	Hierophant Monster: Regeneration 100% chance R4
184	a	#37	0	0	0	0	0	0	0	70	80	90	100	Hierophant Monster: Mass Cure after-att. 70%-100% R7
184	p	#48	0	10	20	30	40	50	60	70	80	90	100	Hierophant Monster: Mass Prayer pre-attack 10%/Rank
185	S	+	0	0	0	0	1	1	1	2	2	2	3	Temple Guardian Monster: Speed R4/R7/R10
185	W	+	0	20	25	30	35	40	45	50	55	60	65	Temple Guardian Monster: Magic Resist 20% R1+5%/Rank
185	p	#44	0	10	20	30	40	50	60	70	80	90	100	Temple Guardian: Mass Precision pre-att. 10%/Rank
185	C	+	0	0	0	0	1	1	2	2	3	3	4	Temple Guardian: Reduce Casting Cost R4/6/9/10
185	a	#28	0	0	0	0	0	0	0	20	40	60	80	Temple Guardian: Air Shield after-att. R7 20%/Rank
185	w	3	0	0	0	0	0	0	0	0	0	0	1	Temple Guardian: Immune to hostile L1-L3 Spells R10
186	S	+	0	0	0	0	1	1	1	2	2	2	3	Succubus Monster: Speed R4/R7/R10
186	W	+	0	20	25	30	35	40	45	50	55	60	65	Succubus Monster: Magic Resist 20% R1+5%/Rank
186	f	F	2	1	1	1	1	1	1	1	1	1	1	Succubus Monster: Flying R1
186	s	#29	0	0	0	0	1	1	2	2	3	3	3	Succubus Monster: Fire Shield R4
186	a	#60	0	0	0	0	0	0	0	25	30	35	40	Succubus Monser: Hypnotize after-attack 25%-40% R7
186	U	#48	0	0	0	0	0	0	0	0	0	0	100	"Succubus Monster: Summon Mult. Demons, Num=100% R10"
187	S	+	0	0	0	0	1	1	1	2	2	2	3	Soul Eater Monster: Speed R4/R7/R10
187	W	+	0	20	25	30	35	40	45	50	55	60	65	Soul Eater Monster: Magic Resist 20% R1+5%/Rank
187	f	U	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Undead R0
187	f	M	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: No Morale R0
187	f	P	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Immune to Mind Spells R0
187	F	=	2	2	2	2	1	1	1	1	1	1	1	Soul Eater Monster: Fear R4
187	p	#24	0	0	0	0	0	0	0	10	20	30	40	Soul Eater: Death Ripple pre-attack 10%-40% R7
188	S	+	0	0	0	0	1	1	1	2	2	2	3	Brute Monster: Speed R4/R7/R10
188	W	+	0	20	25	30	35	40	45	50	55	60	65	Brute Monster: Magic Resist 20% R1+5%/Rank
188	f	f	2	1	1	1	1	1	1	1	1	1	1	Brute Monster: Fearless R1
188	s	#43	0	0	0	0	1	1	2	2	3	3	3	Brute Monster: Enchanted with Bloodlust R4/6/8/10
188	B	+	0	0	0	0	0	0	0	10	20	30	40	Brute Monster: Block 10%-40% R7
188	f	R	2	2	2	2	2	2	2	2	2	2	1	Brute Monster: No Retaliation R10
189	S	+	0	0	0	0	1	1	1	2	2	2	3	Ogre Leader Monster: Speed R4/R7/R10
189	W	+	0	20	25	30	35	40	45	50	55	60	65	Ogre Leader Monster: Magic Resist 20% R1+5%/Rank
189	f	m	0	1	1	1	1	1	1	1	1	1	1	Ogre Leader Monster: Always Positive Morale R1
189	c	#71	0	0	0	0	20	30	40	50	60	70	80	Ogre Leader Monster: Poison 20%-80% R4
189	e	+	0	0	0	0	0	0	0	10	20	30	40	Ogre Leader Monster: 2xDmg Deathblow 10%-40% R7
189	f	D	2	2	2	2	2	2	2	2	2	2	1	Ogre Leader Monster: Strike Twice R10
190	S	+	0	0	0	0	1	1	1	2	2	2	3	Shaman Monster: Speed R4/R7/R10
190	W	+	0	20	25	30	35	40	45	50	55	60	65	Shaman Monster: Magic Resist 20% R1+5%/Rank
190	U	#104	0	50	50	50	0	0	0	0	0	0	0	Shaman Monster: Summon Mult. Serpent Fly Num=50% R1
190	U	#106	0	0	0	0	50	50	50	0	0	0	0	Shaman Monster: Summon Mult. Basilisks Num=50% R4
190	U	#102	0	0	0	0	0	0	0	50	50	0	0	Shaman Monster: Summon Mult. Gorgons Num=50% R7
190	U	#108	0	0	0	0	0	0	0	0	0	50	50	Shaman Monster: Summon Mult. Wyverns Num=50% R9
190	f	r	0	0	0	0	0	0	0	0	0	0	1	Shaman Monster: Rebirth R10
191	S	+	0	0	0	0	1	1	1	2	2	2	3	Astral Spirit Monster: Speed R4/R7/R10
191	W	+	0	20	25	30	35	40	45	50	55	60	65	Astral Spirit Monster: Magic Resist 20% R1+5%/Rank
191	f	M	1	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: No Morale R0
191	f	F	2	1	1	1	1	1	1	1	1	1	1	Astral Spirit Monster: Flying R1
191	a	#58	0	0	0	0	10	20	30	40	50	60	70	Astral Spirit: Mass Counterstrike 10%-70% R4
191	f	A	2	2	2	2	2	2	2	1	1	1	1	Astral Spirit Monster: Attack All Around R7
191	f	b	0	0	0	0	0	0	0	0	0	0	1	Astral Spirit Monster: Strike & Return R10
147	A	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Attack (None)
147	M	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Max. Damage (None)
147	m	=	0	0	0	0	0	0	0	0	0	0	0	First Aid Tent Min. Damage (None)
148	A	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Attack (None)
148	M	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Max. Damage (None)
148	m	=	0	0	0	0	0	0	0	0	0	0	0	Ammo Cart Min. Damage (None)
196	S	+	0	0	0	0	1	1	2	2	2	2	3	Dracolich: Speed R4/R6/R10
196	c	#71	0	5	10	15	20	25	30	35	40	45	50	Dracolich: Poison 5% / rank
196	k	#71	0	5	10	15	20	25	30	35	40	45	50	Dracolich: Poison 5% / rank
196	O	+	0	1	1	1	2	2	3	3	4	4	5	Dracolich: +1 Shot every other Rank
196	f	u	0	0	0	0	0	1	1	1	1	1	1	Dracolich: Aura of Resistance Rank 5
197	S	+	0	0	0	0	1	1	1	1	1	1	1	Templar: Speed R4
197	h	#223	0	0	0	2	2	3	3	4	4	5	6	Templar: Hatred Dmg-Death Rider
197	h	#66	0	0	0	2	2	3	3	4	4	5	6	Templar: Hatred Dmg-Black Knight
197	h	#67	0	0	0	2	2	3	3	4	4	5	6	Templar: Hatred Dmg-Dread Knight
197	L	#64	0	2	4	6	8	10	12	14	16	18	20	Templar: Deflect 65% of dmg. 2% chance/Rank
198	S	+	0	0	0	0	1	1	1	1	1	1	2	Crossbowman: Speed R4
198	o	=	0	0	0	1	1	1	1	1	1	1	1	Crossbowman: No Obstacle Penalty R3
198	b	=	0	4	8	12	16	20	24	28	32	36	40	Crossbowman Reduce Defense 4%/Rank
198	i	=	0	0	0	0	0	0	0	0	0	1	1	Crossbowman: No Range Penalty R9
198	f	s	0	0	0	0	0	0	0	0	1	1	1	Crossbowman: Unblockable Shooter R8
199	S	+	0	0	0	0	1	1	1	1	1	1	3	Cesar Griffin: Speed R4/R10
199	L	#125	0	6	12	18	24	30	36	42	48	54	60	Cesar Griffin: 25% chance to Deflect 6% dmg./Rank
199	A	+	0	1	2	2	3	4	5	6	6	7	8	Cesar Griffin: Attack R1/R2/R4/R5/R6/R7/R9/R10
199	D	+	0	1	2	3	3	4	4	5	6	7	8	Cesar Griffin: Defense R1/R2/R3/R5/R7/R8/R9/R10
199	f	D	2	2	2	2	2	2	2	1	1	1	1	Cesar Griffin: Double Attack R7
200	f	f	0	0	0	0	0	1	1	1	1	1	1	Dragon Slayer: Fearless R5
200	S	+	0	0	0	0	1	1	1	1	2	2	3	Dragon Slayer: Speed R4/R10
200	e	=	0	0	0	10	15	20	25	30	35	40	50	Dragon Slayer: Double Damage Death Blow (50% at R10)
200	h	#253	0	1	2	3	4	5	6	7	8	9	10	Dragon Slayer: Hatred Dmg-Dark Tiamat
200	h	#231	0	1	2	3	4	5	6	7	8	9	10	Dragon Slayer: Hatred Dmg-Abyss Dragon
200	h	#155	5	6	7	8	9	10	12	14	16	18	20	Dragon Slayer: Hatred Dmg-Darkness Dragon
201	S	+	0	0	0	0	1	1	1	1	1	1	2	Holy Champion: Speed 40/100%
201	f	b	0	0	0	1	1	1	1	1	1	1	1	Holy Champion: Strike & Return R3
201	f	R	2	2	2	2	2	1	1	1	1	1	1	Holy Champion: No Retaliation R5
201	s	#55	0	0	0	0	0	0	0	1	2	3	3	Holy Champion: Slayer R7/R8/R9
202	S	+	0	0	0	0	1	1	2	2	2	2	3	Master Archangel: Speed R4/R6/R10
202	w	R	0	0	0	1	1	1	1	1	1	1	1	Master Archangel: Immune to Armageddon R3
202	w	m	0	0	0	0	0	0	0	1	1	1	1	Master Archangel: Immune to Hostile Mind Spells R7
202	h	#153	0	2	4	6	8	10	12	14	16	18	20	Master Archangel: Hatred Dmg-Hell Baron 20%/Rank
202	h	#219	0	2	4	6	8	10	12	14	16	18	20	Master Archangel: Hatred Dmg-Antichrist 20%/Rank
202	P	+	0	0	0	0	0	1	1	1	1	2	2	Master Archangel: Extra Resurrection R5/R9
203	s	#27	0	0	0	0	0	0	0	1	1	1	2	Berserker Dwarf: Shield R7/R10
203	H	%	0	7	14	21	28	35	42	49	56	63	70	Berserker Dwarf: Health 7%/Rank (instead of 5%)
203	A	+	0	0	1	1	2	2	2	3	4	4	5	Berserker Dwarf: Attack R2/R4/R7/R8/R10
203	D	+	0	1	1	1	1	1	2	2	3	4	4	Berserker Dwarf: Defense R1/R6/R8/R9
203	M	+	0	0	0	1	1	2	2	2	3	3	3	Berserker Dwarf: Max. Damage R3/R5/R8
203	m	+	0	0	0	1	1	2	2	3	3	3	3	Berserker Dwarf: Min. Damage R3/R5/R7
203	S	+	0	0	0	0	1	1	1	1	1	1	1	Berserker Dwarf: Speed R4
203	W	+	0	4	8	12	16	20	24	28	32	36	40	Berserker Dwarf: Magic Resistance +4%/Rank
204	A	+	0	0	1	2	2	2	4	4	5	7	7	Elf Sacred: Attack R2/R3/R6/R8/R9
204	D	+	0	2	2	2	3	3	4	4	5	5	7	Elf Sacred: Defense R1/R4/R6/R8/R10
204	M	+	0	0	2	2	2	4	4	4	5	5	5	Elf Sacred: Max. Damage R2/R5/R8
204	m	+	0	0	0	1	1	2	2	4	4	5	5	Elf Sacred: Min. Damage R3/R5/R7/R9
204	S	+	0	0	0	0	1	1	2	2	2	2	3	Elf Sacred: Speed R4/R6/R10
204	f	b	0	0	0	0	0	1	1	1	1	1	1	Elf Sacred: Attack & Return R5
204	f	f	0	0	0	0	0	1	1	1	1	1	1	Elf Sacred: Fearless R5
205	A	+	0	2	3	3	4	6	6	7	7	7	9	Elder Dendroid: Attack R1/R2/R4/R5/R7/R10
205	D	+	0	1	1	2	3	4	5	6	6	8	8	Elder Dendroid: Defense R1/R3/R4/R5/R6/R7/R9
205	M	+	0	0	2	2	2	2	3	4	6	6	6	Elder Dendroid: Max. Damage R2/R6/R7/R8
205	m	+	0	0	0	2	2	2	4	4	5	5	5	Elder Dendroid: Min. Damage R3/R6/R8
205	S	+	0	0	0	0	0	1	1	1	1	1	2	Elder Dendroid: Speed R5/R10
205	b	=	0	4	8	12	16	20	24	28	32	36	40	Elder Dendroid: Reduce Enemy Defence 4%/Rank
205	w	E	0	0	0	0	0	0	0	0	0	1	1	Elder Dendroid: Immune to Hostile Earth Spells R9
205	U	#22	0	10	20	30	40	50	60	70	80	90	100	Elder Dendroid: Summon 10%/Rank Dendroid Guard every 4 rounds
206	A	+	0	1	2	2	2	4	7	7	9	10	11	Legendary Unicorn: Attack R1/R2/R5/R6/R8/R9/R10
206	D	+	0	1	1	3	3	5	5	5	6	6	8	Legendary Unicorn: Defense R1/R3/R5/R8/R10
206	M	+	0	0	2	2	4	4	4	6	7	9	9	Legendary Unicorn: Max. Damage R2/R4/R7/R8/R9
206	m	+	0	1	2	4	4	4	4	6	6	7	7	Legendary Unicorn: Min. Damage R1/R2/R3/R7/R9
206	S	+	0	0	0	0	1	1	1	1	1	1	2	Legendary Unicorn: Speed R4/R10
206	a	#62	0	0	5	5	10	10	15	15	20	25	30	Legendary Unicorn: Blind bonus R2/R4/R6/R8/R9/R10
207	A	+	0	1	2	2	4	5	7	7	9	11	12	Pure Diamond Dragon: Attack R1/R2/R4/R5/R6/R8/R9/R10
207	D	+	0	1	1	3	3	5	5	7	7	8	9	Pure Diamond Dragon: Defense R1/R3/R5/R7/R9/R10
207	M	+	0	1	3	4	4	5	7	7	9	9	9	Pure Diamond Dragon: Max. Damage R1/R2/R3/R5/R6/R8
207	m	+	0	1	2	3	4	5	5	7	7	8	10	Pure Diamond Dragon: Min. Dmg R1/R2/R3/R4/R5/R7/R9/R10
207	S	+	0	0	0	0	1	1	2	2	2	2	3	Pure Diamond Dragon: Speed R4/R6/R10
207	h	#68	0	2	4	6	8	10	12	14	16	18	20	Pure Diamond Dragon: Hatred Dmg-Bone Dragon 20%/Rank
207	h	#69	0	2	4	6	8	10	12	14	16	18	20	Pure Diamond Dragon: Hatred Dmg-Ghost Dragon 20%/Rank
207	h	#154	0	2	4	6	8	10	12	14	16	18	20	Pure Diamond Dragon: Hatred Dmg-Blood Dragon 20%/Rank
207	h	#224	0	2	4	6	8	10	12	14	16	18	20	Pure Diamond Dragon: Hatred Dmg-Red Bones Dragon 20%/Rank
207	L	#200	0	5	10	15	20	25	30	35	40	45	50	Pure Diamond Dragon: Deflect 100% chance 5%/Rank
207	w	0	0	0	0	0	0	0	0	0	0	0	1	Pure Diamond Dragon: No Immunity to Friendly Spells R10
208	H	%	0	7	14	21	28	35	42	49	56	63	70	Marble Gargoyle: Health 7%/Rank (instead of 5%)
208	A	+	0	0	1	1	2	2	2	3	4	4	5	Marble Gargoyle: Attack R2/R4/R7/R8/R10
208	D	+	0	1	1	1	1	1	2	2	3	4	4	Marble Gargoyle: Defense R1/R6/R8/R9
208	M	+	0	0	0	1	1	2	2	2	3	3	3	Marble Gargoyle: Max. Damage R3/R5/R8
208	m	+	0	0	0	1	1	2	2	3	3	3	3	Marble Gargoyle: Min. Damage R3/R5/R7
208	S	+	0	0	0	0	1	1	1	1	1	1	1	Marble Gargoyle: Speed R4
208	W	+	0	4	8	12	16	20	24	28	32	36	40	Marble Gargoyle: Magic Resistance +4%/Rank
208	s	#46	0	0	0	1	1	2	2	2	2	5	5	Marble Gargoyle: Stone Skin R3/R5, Mass R9
208	w	E	0	0	0	0	0	0	0	1	1	1	1	Marble Gargoyle: Immune to Hostile Earth Spells R7
209	f	R	2	2	2	2	2	1	1	1	1	1	1	Steel Golem: No Retaliation R5
209	g	%	80	80	82	84	86	88	90	92	93	94	95	Steel Golems: Reduced Spell Damage +2%/Rank
209	f	D	2	2	2	2	2	2	2	1	1	1	1	Steel Golems: Double Attack R7
210	S	+	0	0	0	0	1	1	2	2	2	2	3	Arcane Genie: Speed at 40/60/100%
210	P	+	0	0	0	0	0	1	1	2	2	3	3	Arcane Genie: Increased # of Spells R5/R7/R9
210	h	#52	5	6	7	8	9	10	12	14	16	18	20	Arcane Genie: Hatred Dmg-Efreet (200% R10)
210	h	#53	5	6	7	8	9	10	12	14	16	18	20	Arcane Genie: Hatred Dmg-Efreet Sultan (200% R10)
210	h	#218	5	6	7	8	9	10	12	14	16	18	20	Arcane Genie: Hatred Dmg-Efreet Rajah (200% R10)
211	S	+	0	0	0	0	1	1	1	1	1	1	2	Naga Empress: Speed R4/R10
211	R	+	0	0	0	0	0	1	1	2	2	3	4	Naga Empress: Extra Retals R5/R7/R9/R10
211	e	+	1	1	2	3	4	5	10	15	20	25	30	Naga Empress: 2 x Dmg Death Blow (30% R10)
212	S	+	0	0	0	0	1	1	2	2	2	2	3	Guardian of Zeus: Speed R4/R6/R10
212	h	#155	5	6	7	8	9	10	12	14	16	18	20	Guardian of Zeus: Hatred Dmg-Darkness Dragon
212	h	#231	5	6	7	8	9	10	12	14	16	18	20	Guardian of Zeus: Hatred Dmg-Abyss Dragon (200% R10)
212	W	+	0	5	10	15	20	25	30	35	40	45	50	Guardian of Zeus: Magic Resistance 5%/Rank
212	w	A	1	1	1	1	1	1	1	1	1	1	1	Guardian of Zeus: Immune to Hostile Air Spells R5
212	w	0	0	0	0	1	1	1	1	1	1	1	1	Guardian of Zeus: No Immunity to Beneficial Mind Spells R3
212	i	=	0	0	0	0	0	0	0	0	0	1	1	Guardian of Zeus: No Range Penalty R9
212	p	#57	0	1	2	3	4	5	6	7	8	9	10	Guardian of Zeus: Titan's Lightning Bolt 1%/Rank
213	h	#28	0	0	0	0	0	0	1	2	3	4	5	Hellish Plague: Hatred Dmg-Gremlin (50% R10)
213	h	#29	0	0	0	0	0	0	1	2	3	4	5	Hellish Plague: Hatred Dmg-Master Gremlin (50% R10)
213	h	#255	0	0	0	0	0	0	1	2	3	4	5	Hellish Plague: Hatred Dmg-Santa Gremlin (50% R10)
213	S	+	0	0	0	0	0	1	1	1	1	1	2	Hellish Plague: Speed R5/R10
213	s	#51	0	1	1	1	1	2	2	2	3	3	3	Hellish Plague: Fortune R1/R5/R8 (Expert R8)
214	f	D	2	2	2	2	2	2	2	2	2	2	1	Avernum Magog: Shoot Twice R7
214	o	=	0	0	0	0	0	1	1	1	1	1	1	Avernum Magog: No Obstacle Penalty R5
214	S	+	0	0	0	0	1	1	1	1	1	1	2	Avernum Magog: Speed R4/R10
214	s	#31	0	0	1	1	1	1	1	1	1	1	1	Avernum Magog: Protection from Fire R5 (30% Resistance)
214	p	#21	0	5	10	15	20	25	30	35	40	45	50	Avernum Magog: Fireball pre-attack 5%/Rank
214	a	#22	0	1	2	3	4	5	6	7	8	9	10	Avernum Magog: Inferno post-attack 1%/Rank
214	w	F	0	0	0	0	0	0	0	0	1	1	1	Avernum Magog: Immune Hostile Fire Spells R3
215	S	+	0	0	0	0	1	1	1	1	1	1	2	Astral Cerberus: Speed R4/R10
215	s	#31	0	0	0	1	1	1	1	1	2	2	2	Astral Cerberus: Protection from Fire R3=30% R8=50%
215	f	D	2	2	2	2	2	2	1	1	1	1	1	Astral Cerberus: Strike Twice R6
215	h	#4	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Griffin (50% R10)
215	h	#5	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Royal Griffin (50% R10)
215	h	#199	0	0	0	0	0	0	1	2	3	4	5	Astral Cerberus: Hatred Dmg-Cesar Griffin (50% R10)
215	R	+	0	0	0	0	0	1	1	1	2	2	2	Astral Cerberus: Retaliate Twice R8/R9/R10
215	a	#73	0	5	10	15	20	25	30	35	40	45	50	Astral Cerberus: Disease post-attack 5%/Rank
216	S	+	0	0	0	0	1	1	1	1	1	1	2	Sharp-Horned Demon: Speed R4/R10
216	s	#31	0	1	1	1	1	1	1	2	2	2	2	Sharp-Horned Demon: Protection from Fire R1=30% R7=50%
216	L	#74	0	1	2	3	4	5	10	15	20	25	30	Sharp-Horned Demon: Deflect 75% of Dmg. (30% R10)
216	e	=	0	0	0	5	10	15	20	25	30	40	50	Sharp-Horned Demon: 2 x Dmg Death Blow (50% R10)
216	f	f	0	0	0	0	0	0	0	0	1	1	1	Sharp-Horned Demon: Fearless R8
217	s	#31	0	1	1	1	2	2	2	2	3	3	3	Pit Master: Protection from Fire R1=30% R5=50%
217	w	m	0	0	0	0	0	0	1	1	1	1	1	Pit Master: Immune to Hostile Mind Spells R6
217	f	D	2	2	2	2	2	2	2	1	1	1	1	Pit Master: Strike Twice R7
217	f	f	0	0	0	0	0	0	0	1	1	1	1	Pit Master: Fearless R7
217	u	#48	0	0	0	10	10	15	15	20	20	25	25	Pit Master: Summon Demons round 2 R3/R5/R7/R9
218	S	+	0	0	0	0	1	1	2	2	2	2	3	Efreeti Rajah: Speed R4/R6/R10
218	h	#36	0	0	0	0	0	0	1	2	3	4	5	Efreeti Rajah: Hatred Dmg-Genie (50% R10)
218	h	#37	0	0	0	0	0	0	1	2	3	4	5	Efreeti Rajah: Hatred Dmg-Master Genie (50% R10)
218	h	#210	0	0	0	0	0	0	1	2	3	4	5	Efreeti Rajah: Hatred Dmg-Arcane Genie (50% R10)
218	p	#66	0	5	10	15	20	25	30	35	40	45	50	Efreeti Rajah: Summon Fire Elemental pre-attack 5%/Rank
218	w	0	0	0	0	0	1	1	1	1	1	1	1	Efreeti Rajah: No Immunity to Beneficial Fire Spells R5
218	f	f	0	0	0	0	0	1	1	1	1	1	1	Efreeti Rajah: Fearless R5
218	f	R	2	2	2	2	2	2	2	1	1	1	1	Efreeti Rajah: No Retaliation R7
219	S	+	0	0	0	0	0	1	2	2	3	4	5	Antichrist: Speed R5/R6/R8/R9/R10
219	w	F	0	0	0	1	1	1	1	1	1	1	1	Antichrist: Immune to Hostile Fire Spells R3
219	w	E	0	0	0	0	0	0	0	1	1	1	1	Antichrist: Immune to Hostile Earth Spells R7
219	p	#50	0	5	10	15	20	25	30	35	40	45	50	Antichrist: Mass Sorrow pre-attack 5%/Rank
219	h	#150	0	2	4	6	8	10	12	14	16	18	20	Antichrist: Hatred Dmg-Supreme Archangel 20%/Rank
219	h	#202	0	2	4	6	8	10	12	14	16	18	20	Antichrist: Hatred Dmg-Master Archangel 20%/Rank
220	S	+	0	0	0	0	0	0	0	0	1	1	1	Skeleton Knight: Speed R8
220	s	#28	0	0	0	1	1	1	2	2	2	2	2	Skeleton Knight: Air Shield R3/R6
220	w	N	0	0	0	0	0	1	1	1	1	1	1	Skeleton Knight: Immune to Dispel Beneficial Spells R5
220	w	P	0	0	0	0	0	0	0	1	1	0	0	Skeleton Knight: Immune to all Regular Dispels R7-R8
220	w	p	0	0	0	0	0	0	0	0	0	1	1	Skeleton Knight: Immune to Hostile Dispels R9
221	S	+	0	0	0	0	1	1	1	1	1	1	2	Nosferatu: Speed R4/R10
221	b	=	0	0	0	0	5	10	15	20	25	25	30	Nosferatu: Reduce Target's Defense 5%/Rank
221	a	#60	0	5	10	15	20	25	30	35	40	45	50	Nosferatu: Hypnotize 5%/Rank
222	S	+	0	0	0	0	1	1	1	1	1	1	2	Lich King: Speed R4/R10
222	p	#24	0	5	10	15	20	25	30	35	40	45	50	Lich King: Death Ripple pre-attack 5%/Rank
222	w	1	0	0	0	0	0	1	1	1	1	1	1	Lich King: Immune to L1 Spells R5
222	w	2	0	0	0	0	0	0	0	0	0	1	1	Lich King: Immune to L2 Spells R9
222	h	#34	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Mage
222	h	#35	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Arch Mage
222	h	#257	0	1	2	3	4	5	6	7	8	9	10	Lich King: Hatred Dmg-Arcane Mage
222	P	+	0	0	0	1	1	1	1	2	2	2	3	Lich King: Additional Cast R3/R7/R10
223	S	+	0	0	0	0	1	1	1	1	1	1	2	Death Rider: Speed R4/R10
223	a	#78	0	10	20	30	40	50	60	70	80	90	100	Death Rider: Dispel Beneficial Spells 10%/Rank
223	f	R	2	2	2	2	2	2	2	1	1	1	1	Death Rider: No Retaliation R7
223	e	=	20	28	36	44	52	60	68	76	84	92	100	Death Rider: Death Blow +8%/Rank
223	h	#10	0	1	2	3	4	5	6	7	8	9	10	Death Rider: Hatred Dmg-Cavalier
223	h	#11	0	1	2	3	4	5	6	7	8	9	10	Death Rider: Hatred Dmg-Champion
223	h	#201	0	1	2	3	4	5	6	7	8	9	10	Death Rider: Hatred Dmg-Holy Champion
224	S	+	0	0	0	0	1	1	2	2	2	2	3	Red Bones Dragon: Speed R4/R6/R10
224	s	#28	0	0	1	1	1	2	2	2	2	2	2	Red Bones Dragon: Air Shield R2/R5
